dataset,auc,real_positive_ap,fake_positive_ap,fake_tpr_at_0_1pct_real_fpr,fake_tpr_at_1pct_real_fpr,real_fpr_at_95pct_fake_tpr,variant
comgenvid,0.9284378549709575,0.9324722606578987,0.9273891732591202,0.11302895322939867,0.3775055679287305,0.3079064587973274,d2_diag_boot_17
genvideo,0.888507354339335,0.8795712473933394,0.8853530547500194,0.10686064792590733,0.25807393863165495,0.4636925930198008,d2_diag_boot_17
videofeedback,0.7583860419249461,0.7770711209460196,0.7334968836732564,0.08729409863828898,0.11321420611623956,0.6344935772850255,d2_diag_boot_17
comgenvid,0.8656926304929043,0.8474223616144907,0.8721866203613833,0.06514476614699331,0.3212694877505568,0.5412026726057906,d2_diag_boot_17_only
genvideo,0.8250994125038187,0.820526344430746,0.8230525800684457,0.08512317921821667,0.17858167120418228,0.5919229590815215,d2_diag_boot_17_only
videofeedback,0.6172246245386867,0.6524146052436527,0.5952723827436647,0.012672331587041669,0.025106213266452203,0.7694684960796662,d2_diag_boot_17_only
comgenvid,0.8656746494313023,0.8474816855478118,0.8725920554979489,0.08463251670378619,0.3262806236080178,0.5412026726057906,d2_diag_boot_17_raw
genvideo,0.8244810312055211,0.8189602421683413,0.8235192224235497,0.0888650056790629,0.1841862001253498,0.593239880024656,d2_diag_boot_17_raw
videofeedback,0.6165514938380585,0.6502279429073493,0.5949397108908289,0.012672331587041669,0.02801444051608465,0.772611324746279,d2_diag_boot_17_raw
comgenvid,0.9129443802362092,0.9174729546279641,0.9104376153669089,0.05400890868596882,0.30066815144766146,0.3708240534521158,d2_boot_29
genvideo,0.8788745735214156,0.8697973168140314,0.8781777864306815,0.12287864933027629,0.28507750562298984,0.4846116784669755,d2_boot_29
videofeedback,0.8313660629573222,0.8443895520267841,0.8027458522814197,0.03945700318259226,0.0713083513754947,0.5329989491471079,d2_boot_29
comgenvid,0.8877969355310737,0.8868576344862453,0.8918776682623285,0.07850779510022271,0.3212694877505568,0.47271714922048996,d2_boot_29_only
genvideo,0.8441281329975048,0.8360090207400706,0.8483129460285912,0.07079713141617305,0.20738396740147538,0.5980195850349777,d2_boot_29_only
videofeedback,0.7682430834963888,0.7823881737125561,0.7381204422715718,0.048551596227306024,0.06784814629937742,0.6540514276330909,d2_boot_29_only
comgenvid,0.8877814346158998,0.8870749057774339,0.8922290659647614,0.08685968819599109,0.3290645879732739,0.47271714922048996,d2_boot_29_raw
genvideo,0.8432059912567935,0.8344210936463575,0.8479630453788193,0.07236190658753329,0.2152532259997666,0.6009940637880072,d2_boot_29_raw
videofeedback,0.7682835729405934,0.7816576498469453,0.7380766071649032,0.03331969977883604,0.052394959348681436,0.6574439328255446,d2_boot_29_raw
comgenvid,0.9286610681494636,0.9327183071825598,0.9278242926731958,0.1208240534521158,0.37750556792873047,0.3012249443207127,d2_diag_boot_29
genvideo,0.889491305839563,0.8798618570415412,0.8876932400290005,0.11324146302194475,0.27122999889190186,0.45986642061837124,d2_diag_boot_29
videofeedback,0.7602279970144296,0.7796804648123856,0.733671290049783,0.08816070866863653,0.10584120087080584,0.6296046131883173,d2_diag_boot_29
comgenvid,0.8736424298490584,0.8547521893747553,0.8821655153217784,0.09409799554565701,0.35579064587973275,0.5361915367483296,d2_diag_boot_29_only
genvideo,0.8330856379717172,0.8254522961848869,0.8338738931024274,0.06948248167188724,0.18860123057296266,0.5831545513368005,d2_diag_boot_29_only
videofeedback,0.6199751806944223,0.6552609731039865,0.5976810470521031,0.013841525859684217,0.023083728833097096,0.7684887029186289,d2_diag_boot_29_only
comgenvid,0.8736582407825358,0.8549571620327343,0.8825725303628169,0.1091314031180401,0.3574610244988864,0.5356347438752784,d2_diag_boot_29_raw
genvideo,0.8323532738130254,0.8237287838488523,0.8341763726766954,0.07886606155668774,0.19348214803386757,0.58696354653525,d2_diag_boot_29_raw
videofeedback,0.6194350253501917,0.6536257173298464,0.5980841746609987,0.016258241205389226,0.02595238109163052,0.7719885993049309,d2_diag_boot_29_raw
comgenvid,0.9162355345459596,0.9230394192850155,0.9118501645229964,0.08630289532293986,0.267260579064588,0.344097995545657,d2_boot_43
genvideo,0.8816674001056578,0.8717413260898121,0.880315135565896,0.11190143086645173,0.24598470520367216,0.48267298819135346,d2_boot_43
videofeedback,0.8138914747911007,0.8299514558216323,0.7842082736168515,0.03254860851769308,0.06684224501756,0.5531086508951933,d2_boot_43
comgenvid,0.8904330211655695,0.8922481753549576,0.8910290464711872,0.08630289532293986,0.28953229398663693,0.45879732739420936,d2_boot_43_only
genvideo,0.84746286253887,0.8395031710876296,0.8495834373437438,0.10870387387237121,0.2127812666229841,0.5773546530365112,d2_boot_43_only
videofeedback,0.7349598081914064,0.7487793061573655,0.699531571111733,0.009055891769605988,0.02323317265306144,0.6982787878333493,d2_boot_43_only
comgenvid,0.8904444918427984,0.8924303162050862,0.8914381127852868,0.10077951002227171,0.29342984409799555,0.45824053452115815,d2_boot_43_raw
genvideo,0.846874063296015,0.8381696684281454,0.8498521962471799,0.10652087552383607,0.23575622778137428,0.5836903717487018,d2_boot_43_raw
videofeedback,0.734597100279925,0.7477491409568756,0.7006502023993798,0.023056130762300096,0.04149098045243028,0.7008302306785695,d2_boot_43_raw
comgenvid,0.929101294140406,0.9330186597057737,0.9279817618107782,0.11748329621380847,0.3602449888641426,0.3051224944320713,d2_diag_boot_43
genvideo,0.8876442646717017,0.8789154446601246,0.8844897665035159,0.10853316710248442,0.25985288141644736,0.4602200160344321,d2_diag_boot_43
videofeedback,0.7592443724268279,0.7796092206430728,0.7317883927126752,0.07815372235486245,0.10793522132613101,0.6276044821816895,d2_diag_boot_43
comgenvid,0.8665076686127549,0.8472513187653865,0.8744362598554012,0.07739420935412027,0.33351893095768376,0.5528953229398663,d2_diag_boot_43_only
genvideo,0.8221655162336644,0.8176976574919603,0.8194499251073999,0.0879873865656797,0.1653845959288533,0.5912732529397364,d2_diag_boot_43_only
videofeedback,0.6134329192586049,0.6528813588192636,0.5884930151449379,0.010989497520596025,0.016101387415019,0.7711862499455581,d2_diag_boot_43_only
comgenvid,0.8664943378257053,0.8473434942036544,0.8748458768775453,0.09242761692650334,0.34020044543429845,0.5528953229398663,d2_diag_boot_43_raw
