variant,run_name,dataset,generator,auc,ap_real,tpr_at_0_1pct_fpr,tpr_at_1pct_fpr,fpr_at_95pct_tpr,n_real,n_fake
c0,alpha_stall_full_d2_k3_no_spatial_refit,videofeedback,LaVie-base,0.8389666666666666,0.8973743299348749,0.01,0.07666666666666666,0.58,500,300
c0,alpha_stall_full_d2_k3_no_spatial_refit,videofeedback,ModelScope,0.8304333333333334,0.8846575885204434,0.013333333333333334,0.11333333333333333,0.58,500,300
c0,alpha_stall_full_d2_k3_no_spatial_refit,videofeedback,Pika,0.8697966666666667,0.9266842697097591,0.03666666666666667,0.12333333333333334,0.396,500,300
c0,alpha_stall_full_d2_k3_no_spatial_refit,videofeedback,SoRA-Clip,0.80533,0.86978124577623,0.06,0.13333333333333333,0.632,500,300
c0,alpha_stall_full_d2_k3_no_spatial_refit,videofeedback,Text2Video-Zero,0.77146,0.8340290622593047,0.006666666666666667,0.03,0.684,500,300
c0,alpha_stall_full_d2_k3_no_spatial_refit,videofeedback,VideoCrafter2,0.9360733333333333,0.9601906298767342,0.013333333333333334,0.2,0.238,500,300
c0,alpha_stall_full_d2_k3_no_spatial_refit,videofeedback,ZeroScope-576w,0.8135466666666666,0.8907576252928693,0.023333333333333334,0.03666666666666667,0.54,500,300
c1,stage1_c1_hard_local_d2_k3,comgenvid,Sora,0.8843131796148302,0.8324374796616699,0.0,0.22176470588235295,0.43875278396436523,898,1700
c1,stage1_c1_hard_local_d2_k3,comgenvid,VEO3,0.9063490763788812,0.8647344932373291,0.0,0.2488235294117647,0.3741648106904232,898,1700
c1,stage1_c1_hard_local_d2_k3,genvideo,Crafter,0.8432103568839806,0.9943512995029125,0.026595744680851064,0.10638297872340426,0.6590681362725451,7984,188
c1,stage1_c1_hard_local_d2_k3,genvideo,Gen2,0.9321934630129824,0.9868313290578443,0.08623188405797101,0.31956521739130433,0.30824148296593185,7984,1380
c1,stage1_c1_hard_local_d2_k3,genvideo,Lavie,0.8690984200543945,0.9687564726652487,0.062142857142857146,0.21714285714285714,0.5052605210420842,7984,1400
c1,stage1_c1_hard_local_d2_k3,genvideo,ModelScope,0.8497829587746923,0.9825428219774273,0.05857142857142857,0.2,0.5860470941883767,7984,700
c1,stage1_c1_hard_local_d2_k3,genvideo,MorphStudio,0.8580978922129974,0.9838516470384226,0.037142857142857144,0.1657142857142857,0.5359468937875751,7984,700
c1,stage1_c1_hard_local_d2_k3,genvideo,Show_1,0.8580049384483251,0.979557602737309,0.06285714285714286,0.22,0.6389028056112225,7984,700
c1,stage1_c1_hard_local_d2_k3,genvideo,Sora,0.8746824005153164,0.9987600044186706,0.05357142857142857,0.23214285714285715,0.48897795591182364,7984,56
c1,stage1_c1_hard_local_d2_k3,genvideo,WildScrape,0.7725934879467671,0.9692935562818327,0.038834951456310676,0.18058252427184465,0.9205911823647295,7984,515
c1,stage1_c1_hard_local_d2_k3,videofeedback,AnimateDiff,0.85763,0.9150903467114124,0.0,0.043333333333333335,0.496,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,Fast-SVD,0.9051133333333334,0.9432713284433075,0.03,0.18333333333333332,0.36,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,LVDM,0.9088200000000001,0.9498043529531053,0.0033333333333333335,0.07333333333333333,0.304,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,LaVie-base,0.8357600000000001,0.8959423956572414,0.0033333333333333335,0.07,0.572,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,ModelScope,0.8402766666666668,0.8953643408657457,0.013333333333333334,0.12,0.542,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,Pika,0.85784,0.9193108363073063,0.04,0.11,0.422,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,SoRA-Clip,0.7962233333333334,0.8628483058011118,0.06,0.12333333333333334,0.65,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,Text2Video-Zero,0.7850299999999999,0.8379385907299977,0.016666666666666666,0.04,0.682,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,VideoCrafter2,0.92455,0.9527354744140576,0.01,0.15666666666666668,0.284,500,300
c1,stage1_c1_hard_local_d2_k3,videofeedback,ZeroScope-576w,0.8030666666666667,0.8851452931303199,0.02666666666666667,0.04,0.55,500,300
c2,stage1_c2_soft_local_d2_k3,comgenvid,Sora,0.8853291628455391,0.8341072421209323,0.0,0.19294117647058823,0.4354120267260579,898,1700
c2,stage1_c2_soft_local_d2_k3,comgenvid,VEO3,0.9079293855626882,0.8675185105527997,0.0,0.21941176470588236,0.3685968819599109,898,1700
c2,stage1_c2_soft_local_d2_k3,genvideo,Crafter,0.8444828486760757,0.9942861794935205,0.026595744680851064,0.1276595744680851,0.6584418837675351,7984,188
c2,stage1_c2_soft_local_d2_k3,genvideo,Gen2,0.9349340438122623,0.9874095965802688,0.11811594202898551,0.3398550724637681,0.2929609218436874,7984,1380
c2,stage1_c2_soft_local_d2_k3,genvideo,Lavie,0.8795096442885773,0.9714569329938788,0.08142857142857143,0.24,0.499248496993988,7984,1400
c2,stage1_c2_soft_local_d2_k3,genvideo,ModelScope,0.849762471371314,0.9824238451018661,0.06285714285714286,0.21142857142857144,0.5790330661322646,7984,700
c2,stage1_c2_soft_local_d2_k3,genvideo,MorphStudio,0.8581952297452048,0.9837041551444748,0.04285714285714286,0.18285714285714286,0.5439629258517034,7984,700
c2,stage1_c2_soft_local_d2_k3,genvideo,Show_1,0.8648235757228743,0.9806598971978183,0.07142857142857142,0.22142857142857142,0.6535571142284569,7984,700
c2,stage1_c2_soft_local_d2_k3,genvideo,Sora,0.8799541046378472,0.9989067413284949,0.05357142857142857,0.25,0.49185871743486975,7984,56
c2,stage1_c2_soft_local_d2_k3,genvideo,WildScrape,0.774296408350682,0.9694123939162531,0.05242718446601942,0.19611650485436893,0.9268537074148296,7984,515
c2,stage1_c2_soft_local_d2_k3,videofeedback,AnimateDiff,0.85437,0.9129352900302916,0.0,0.056666666666666664,0.508,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,Fast-SVD,0.90461,0.9428742568313253,0.04,0.23,0.368,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,LVDM,0.8989433333333334,0.9435360982279196,0.0033333333333333335,0.07666666666666666,0.322,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,LaVie-base,0.8370733333333333,0.896792328889109,0.0033333333333333335,0.08666666666666667,0.554,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,ModelScope,0.8311600000000001,0.8866285236303879,0.02,0.13,0.554,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,Pika,0.8543633333333334,0.9175069803667844,0.04,0.13333333333333333,0.43,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,SoRA-Clip,0.79282,0.859419757512768,0.06666666666666667,0.13333333333333333,0.67,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,Text2Video-Zero,0.7691933333333334,0.818349717944528,0.013333333333333334,0.05333333333333334,0.746,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,VideoCrafter2,0.92957,0.9556297305853059,0.016666666666666666,0.21,0.264,500,300
c2,stage1_c2_soft_local_d2_k3,videofeedback,ZeroScope-576w,0.7958633333333334,0.880411525725254,0.02666666666666667,0.043333333333333335,0.56,500,300
c3,stage1_c3_soft_local_d2_k3,comgenvid,Sora,0.8886804008908685,0.836587142476911,0.0,0.24705882352941178,0.43429844097995546,898,1700
c3,stage1_c3_soft_local_d2_k3,comgenvid,VEO3,0.9092152495742172,0.8672161757506182,0.0,0.26294117647058823,0.3741648106904232,898,1700
c3,stage1_c3_soft_local_d2_k3,genvideo,Crafter,0.8361836705325546,0.9937746008614918,0.02127659574468085,0.12234042553191489,0.6819889779559118,7984,188
c3,stage1_c3_soft_local_d2_k3,genvideo,Gen2,0.9283688754320235,0.9859592193186709,0.1,0.31666666666666665,0.3153807615230461,7984,1380
c3,stage1_c3_soft_local_d2_k3,genvideo,Lavie,0.8756422666762096,0.9704540242841545,0.07928571428571428,0.23857142857142857,0.5273046092184369,7984,1400
c3,stage1_c3_soft_local_d2_k3,genvideo,ModelScope,0.8448046986830805,0.9814812822608521,0.06142857142857143,0.1957142857142857,0.5976953907815631,7984,700
c3,stage1_c3_soft_local_d2_k3,genvideo,MorphStudio,0.8518762525050101,0.9827248477932462,0.04428571428571428,0.17857142857142858,0.564128256513026,7984,700
c3,stage1_c3_soft_local_d2_k3,genvideo,Show_1,0.8602491590323504,0.9800050948670731,0.06571428571428571,0.21571428571428572,0.6699649298597194,7984,700
c3,stage1_c3_soft_local_d2_k3,genvideo,Sora,0.8769089518322357,0.9988657870217107,0.05357142857142857,0.21428571428571427,0.5137775551102205,7984,56
c3,stage1_c3_soft_local_d2_k3,genvideo,WildScrape,0.7638062532832656,0.9666403385931147,0.04466019417475728,0.18058252427184465,0.9403807615230461,7984,515
c3,stage1_c3_soft_local_d2_k3,videofeedback,AnimateDiff,0.8508233333333335,0.9110691615552114,0.0,0.04666666666666667,0.5,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,Fast-SVD,0.9037666666666667,0.9420158954175148,0.043333333333333335,0.21333333333333335,0.37,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,LVDM,0.9004099999999999,0.9449241157497488,0.0033333333333333335,0.08666666666666667,0.328,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,LaVie-base,0.8394966666666667,0.8976670808525982,0.0,0.08333333333333333,0.556,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,ModelScope,0.8323466666666667,0.8878623917110466,0.023333333333333334,0.12666666666666668,0.554,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,Pika,0.85082,0.9153907672487853,0.043333333333333335,0.12,0.444,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,SoRA-Clip,0.7977866666666666,0.8640178564408494,0.06666666666666667,0.13,0.648,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,Text2Video-Zero,0.7712233333333333,0.817772550386632,0.013333333333333334,0.056666666666666664,0.758,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,VideoCrafter2,0.9295033333333332,0.9558839414419721,0.016666666666666666,0.21666666666666667,0.244,500,300
c3,stage1_c3_soft_local_d2_k3,videofeedback,ZeroScope-576w,0.78186,0.871615104602017,0.02666666666666667,0.043333333333333335,0.578,500,300
