dataset,generator,local,alpha_global,auc,ap
genvideo,ModelScope,L0,0.2,0.8304051020408163,0.8333474820702871
genvideo,ModelScope,L0,0.4,0.8269602040816327,0.8361892894417491
genvideo,ModelScope,L0,0.5,0.822954081632653,0.8335660993601456
genvideo,ModelScope,L0,0.6,0.8175948979591838,0.8273513122262613
genvideo,ModelScope,L0,0.8,0.8021357142857143,0.8060738136519829
genvideo,ModelScope,L1,0.2,0.7806551020408162,0.7860435259943772
genvideo,ModelScope,L1,0.4,0.7799224489795918,0.7843943807733762
genvideo,ModelScope,L1,0.5,0.7796122448979592,0.7838529807362289
genvideo,ModelScope,L1,0.6,0.7793244897959184,0.7829971892529859
genvideo,ModelScope,L1,0.8,0.778426530612245,0.7810280857881591
genvideo,ModelScope,L2,0.2,0.8369265306122449,0.8338701943376323
genvideo,ModelScope,L2,0.4,0.8341306122448979,0.8393152025522569
genvideo,ModelScope,L2,0.5,0.8310530612244899,0.839119001035218
genvideo,ModelScope,L2,0.6,0.8268020408163266,0.8356997630169916
genvideo,ModelScope,L2,0.8,0.8106326530612245,0.814934572073594
genvideo,ModelScope,L3,0.2,0.7867714285714286,0.7782722663351136
genvideo,ModelScope,L3,0.4,0.7930285714285714,0.7929980072655296
genvideo,ModelScope,L3,0.5,0.793773469387755,0.7971168281323755
genvideo,ModelScope,L3,0.6,0.7931040816326531,0.7982553780349763
genvideo,ModelScope,L3,0.8,0.7874755102040817,0.7912686843158365
genvideo,ModelScope,P0,0.2,0.8338795918367348,0.836881913813657
genvideo,ModelScope,P0,0.4,0.8294714285714286,0.8382459850261421
genvideo,ModelScope,P0,0.5,0.8249244897959184,0.8346768949185652
genvideo,ModelScope,P0,0.6,0.8189632653061223,0.8275058046238548
genvideo,ModelScope,P0,0.8,0.8024367346938777,0.8052191626374011
genvideo,MorphStudio,L0,0.2,0.814538775510204,0.7938561861986382
genvideo,MorphStudio,L0,0.4,0.8280897959183673,0.8167895694865008
genvideo,MorphStudio,L0,0.5,0.8325877551020409,0.8287399405215741
genvideo,MorphStudio,L0,0.6,0.8354714285714286,0.8372317385910193
genvideo,MorphStudio,L0,0.8,0.8366102040816327,0.8437917198729443
genvideo,MorphStudio,L1,0.2,0.8300153061224489,0.8413841520063974
genvideo,MorphStudio,L1,0.4,0.8295051020408163,0.8402338944466354
genvideo,MorphStudio,L1,0.5,0.8293010204081632,0.8399042144019798
genvideo,MorphStudio,L1,0.6,0.8290948979591837,0.8396121569865497
genvideo,MorphStudio,L1,0.8,0.8285030612244898,0.8383432173315326
genvideo,MorphStudio,L2,0.2,0.7763,0.751807653603029
genvideo,MorphStudio,L2,0.4,0.7971163265306123,0.783965342141719
genvideo,MorphStudio,L2,0.5,0.8066469387755102,0.8001616345924375
genvideo,MorphStudio,L2,0.6,0.8150448979591837,0.8153835321282188
genvideo,MorphStudio,L2,0.8,0.8274265306122449,0.835636155907332
genvideo,MorphStudio,L3,0.2,0.7819448979591836,0.7604522995483608
genvideo,MorphStudio,L3,0.4,0.8037816326530611,0.7935359961965308
genvideo,MorphStudio,L3,0.5,0.811530612244898,0.808273765107917
genvideo,MorphStudio,L3,0.6,0.8175469387755102,0.8208529549333703
genvideo,MorphStudio,L3,0.8,0.8251061224489796,0.8341693904528871
genvideo,MorphStudio,P0,0.2,0.819254081632653,0.799630370661561
genvideo,MorphStudio,P0,0.4,0.8327295918367347,0.8234168010664606
genvideo,MorphStudio,P0,0.5,0.8364642857142857,0.8333636078571449
genvideo,MorphStudio,P0,0.6,0.8386438775510203,0.8402801615883626
genvideo,MorphStudio,P0,0.8,0.8382357142857142,0.8449650284607315
genvideo,Show_1,L0,0.2,0.8352336734693878,0.8223826837485083
genvideo,Show_1,L0,0.4,0.8416561224489796,0.8275948793134908
genvideo,Show_1,L0,0.5,0.8423295918367346,0.8287697519721537
genvideo,Show_1,L0,0.6,0.8410928571428572,0.8266606960809353
genvideo,Show_1,L0,0.8,0.8351704081632653,0.8184784088628972
genvideo,Show_1,L1,0.2,0.8221959183673471,0.8095892062128054
genvideo,Show_1,L1,0.4,0.8216836734693878,0.8082709234413266
genvideo,Show_1,L1,0.5,0.8215040816326531,0.8079698550998518
genvideo,Show_1,L1,0.6,0.8212551020408164,0.8066828563082435
genvideo,Show_1,L1,0.8,0.8206204081632653,0.8050980166914236
genvideo,Show_1,L2,0.2,0.8086510204081633,0.7929326837033994
genvideo,Show_1,L2,0.4,0.8210448979591836,0.8062199926589377
genvideo,Show_1,L2,0.5,0.825634693877551,0.8106752796874099
genvideo,Show_1,L2,0.6,0.829195918367347,0.8149367949535617
genvideo,Show_1,L2,0.8,0.8312408163265307,0.815356772860725
genvideo,Show_1,L3,0.2,0.8099795918367347,0.782309500372955
genvideo,Show_1,L3,0.4,0.8210938775510204,0.7966776062056279
genvideo,Show_1,L3,0.5,0.8240122448979592,0.8013172984810264
genvideo,Show_1,L3,0.6,0.8256244897959184,0.8055263857999361
genvideo,Show_1,L3,0.8,0.8255428571428571,0.8080394258946475
genvideo,Show_1,P0,0.2,0.8384918367346937,0.8237785535038583
genvideo,Show_1,P0,0.4,0.8442020408163264,0.8282684758833723
genvideo,Show_1,P0,0.5,0.8444571428571428,0.8277093786432825
genvideo,Show_1,P0,0.6,0.8429897959183673,0.8261307951953994
genvideo,Show_1,P0,0.8,0.8359959183673471,0.8181983441726602
genvideo,Sora,L0,0.2,0.8823341836734694,0.9013218163351288
genvideo,Sora,L0,0.4,0.8644770408163266,0.8820054162386194
genvideo,Sora,L0,0.5,0.8590561224489794,0.8748528350670604
genvideo,Sora,L0,0.6,0.8501275510204082,0.8613766132615926
genvideo,Sora,L0,0.8,0.8294005102040817,0.8376479577054305
genvideo,Sora,L1,0.2,0.7971938775510204,0.812250384150452
genvideo,Sora,L1,0.4,0.7971938775510204,0.812250384150452
genvideo,Sora,L1,0.5,0.7971938775510204,0.812250384150452
genvideo,Sora,L1,0.6,0.7971938775510204,0.812250384150452
genvideo,Sora,L1,0.8,0.7971938775510204,0.812250384150452
genvideo,Sora,L2,0.2,0.8616071428571429,0.8748055485134607
genvideo,Sora,L2,0.4,0.853954081632653,0.8669360680305606
genvideo,Sora,L2,0.5,0.8520408163265306,0.8603565403647522
genvideo,Sora,L2,0.6,0.8491709183673469,0.8542610775904927
genvideo,Sora,L2,0.8,0.8348214285714286,0.8389221947354816
genvideo,Sora,L3,0.2,0.8603316326530612,0.8839542324713212
genvideo,Sora,L3,0.4,0.8459821428571428,0.8688952625538253
genvideo,Sora,L3,0.5,0.8440688775510204,0.8634214096264409
genvideo,Sora,L3,0.6,0.8373724489795918,0.8540719217704394
genvideo,Sora,L3,0.8,0.8223852040816326,0.8346622010996323
genvideo,Sora,P0,0.2,0.8877551020408164,0.9051222270370466
genvideo,Sora,P0,0.4,0.8711734693877551,0.8858073422472672
genvideo,Sora,P0,0.5,0.8609693877551021,0.8714168214212955
genvideo,Sora,P0,0.6,0.852359693877551,0.8609819204308375
genvideo,Sora,P0,0.8,0.8316326530612245,0.8379583919760958
genvideo,WildScrape,L0,0.2,0.7499330756904514,0.6798591795128814
genvideo,WildScrape,L0,0.4,0.7525874257705722,0.6782914834207129
genvideo,WildScrape,L0,0.5,0.7516071260250731,0.6778638903878421
genvideo,WildScrape,L0,0.6,0.7498275049486285,0.67798411237548
genvideo,WildScrape,L0,0.8,0.7431162220755962,0.6790979097066845
genvideo,WildScrape,L1,0.2,0.7310660759732304,0.6862765843555628
genvideo,WildScrape,L1,0.4,0.7307305118295787,0.6854367665098463
genvideo,WildScrape,L1,0.5,0.7306475633895748,0.6853078316341131
genvideo,WildScrape,L1,0.6,0.7304137996041097,0.680094555922014
genvideo,WildScrape,L1,0.8,0.7295164482986144,0.678056324083498
genvideo,WildScrape,L2,0.2,0.7335507587897069,0.6760100861319432
genvideo,WildScrape,L2,0.4,0.742403619568291,0.6772217941864379
genvideo,WildScrape,L2,0.5,0.7447412574229428,0.6773715952695701
genvideo,WildScrape,L2,0.6,0.7464567819775663,0.6799211938447867
genvideo,WildScrape,L2,0.8,0.7440701291356395,0.682071318039561
genvideo,WildScrape,L3,0.2,0.7268262795739467,0.6442764387020976
genvideo,WildScrape,L3,0.4,0.7329267602978602,0.6530918675508219
genvideo,WildScrape,L3,0.5,0.7345668771797531,0.6578287588871836
genvideo,WildScrape,L3,0.6,0.735532095390706,0.662385372338828
genvideo,WildScrape,L3,0.8,0.7332359317560562,0.6702445317274722
genvideo,WildScrape,P0,0.2,0.7535714958997077,0.6819989350819988
genvideo,WildScrape,P0,0.4,0.7555584880761618,0.6806015936808172
genvideo,WildScrape,P0,0.5,0.7544311433688378,0.679790782561513
genvideo,WildScrape,P0,0.6,0.7522179281741918,0.679919815255071
genvideo,WildScrape,P0,0.8,0.7441983221792817,0.680038711309967
